GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
HIST1H4J	q35_make_believe	1	2	0	3625	198
HIST1H4J	q36_same_age	1	2	0	3618	213
HIST1H4J	q37_respond_positively	1	2	0	3662	167
HIST1H4J	q38_pay_attention	1	2	0	3609	214
HIST1H4J	q39_imaginative_games	1	2	0	3484	344
HIST1H4J	q40_cooperatively_games	1	2	0	3589	246
DUSP1	q01_phrases	1	19	1	3716	114
DUSP1	q02_conversation	0.6626687	19	0	3567	118
DUSP1	q03_odd_phrase	1	3	16	566	3117
DUSP1	q04_inappropriate_question	0.7566217	2	17	554	3134
DUSP1	q05_pronouns_mixed	0.5937031	3	16	861	2824
DUSP1	q06_invented_words	0.2278861	1	18	610	3074
DUSP1	q07_same_over	0.7346327	1	18	337	3346
DUSP1	q08_particular_way	0.7586207	2	18	540	3282
DUSP1	q09_expressions_appropriate	1	15	5	2940	884
DUSP1	q10_hand_tool	0.3243378	1	19	565	3258
DUSP1	q11_interest_preoccupy	1	1	19	230	3592
DUSP1	q12_parts_object	0.6361819	2	18	250	3578
DUSP1	q13_interests_intensity	0.3498251	1	19	520	3304
DUSP1	q14_senses	1	2	18	309	3512
DUSP1	q15_odd_ways	1	1	19	231	3594
DUSP1	q16_complicated_movements	1	2	18	342	3481
DUSP1	q17_injured_deliberately	1	2	18	294	3527
DUSP1	q18_objects_carry	0.4487756	3	17	369	3453
DUSP1	q19_best_friend	0.7706147	15	5	3026	806
DUSP1	q20_talk_friendly	1	19	1	3562	254
DUSP1	q21_copy_you	0.3588206	19	1	3269	553
DUSP1	q22_point_things	1	18	2	3418	396
DUSP1	q23_gestures_wanted	0.4642679	17	3	2899	920
DUSP1	q24_nod_head	0.6316842	18	2	3559	257
DUSP1	q25_shake_head	0.6336832	18	2	3589	231
DUSP1	q26_look_directly	0.6146927	20	0	3639	172
DUSP1	q27_smile_back	0.6721639	20	0	3712	102
DUSP1	q28_things_interested	0.3038481	19	1	3740	72
DUSP1	q29_share	1	19	1	3610	203
DUSP1	q30_join_enjoyment	0.3658171	19	1	3711	87
DUSP1	q31_comfort	1	19	1	3555	252
DUSP1	q32_help_attention	0.6181909	20	0	3642	164
DUSP1	q33_range_expressions	1	20	0	3743	63
DUSP1	q34_copy_actions	0.3998001	20	0	3573	239
DUSP1	q35_make_believe	0.4362819	20	0	3607	198
DUSP1	q36_same_age	0.4077961	20	0	3600	213
DUSP1	q37_respond_positively	0.6386807	20	0	3644	167
DUSP1	q38_pay_attention	1	19	1	3592	213
DUSP1	q39_imaginative_games	0.2428786	20	0	3466	344
DUSP1	q40_cooperatively_games	1	19	1	3572	245
SOX18	q01_phrases	1	16	0	3719	115
SOX18	q02_conversation	0.6806597	16	0	3570	118
SOX18	q03_odd_phrase	0.5127436	1	15	568	3118
SOX18	q04_inappropriate_question	0.1474263	0	16	556	3135
SOX18	q05_pronouns_mixed	0.3893053	2	14	862	2826
SOX18	q06_invented_words	0.7546227	2	14	609	3078
SOX18	q07_same_over	0.3993003	0	16	338	3348
SOX18	q08_particular_way	0.4982509	1	15	541	3285
SOX18	q09_expressions_appropriate	0.03298351	16	0	2939	889
SOX18	q10_hand_tool	0.4982509	1	15	565	3262
SOX18	q11_interest_preoccupy	0.6091954	0	16	231	3595
SOX18	q12_parts_object	0.4032984	0	16	252	3580
SOX18	q13_interests_intensity	0.5037481	1	15	520	3308
SOX18	q14_senses	0.3783108	0	16	311	3514
SOX18	q15_odd_ways	0.6371814	0	16	232	3597
SOX18	q16_complicated_movements	0.4097951	0	16	344	3483
SOX18	q17_injured_deliberately	0.6401799	2	14	294	3531
SOX18	q18_objects_carry	0.2478761	0	16	372	3454
SOX18	q19_best_friend	0.2058971	15	1	3026	810
SOX18	q20_talk_friendly	0.4112944	16	0	3565	255
SOX18	q21_copy_you	1	14	2	3274	552
SOX18	q22_point_things	0.7301349	15	1	3421	397
SOX18	q23_gestures_wanted	0.5717141	11	5	2905	918
SOX18	q24_nod_head	0.4147926	16	0	3561	259
SOX18	q25_shake_head	0.6061969	16	0	3591	233
SOX18	q26_look_directly	0.6471764	16	0	3643	172
SOX18	q27_smile_back	1	16	0	3716	102
SOX18	q28_things_interested	1	16	0	3743	73
SOX18	q29_share	0.6111944	16	0	3613	204
SOX18	q30_join_enjoyment	1	16	0	3714	88
SOX18	q31_comfort	1	15	1	3559	252
SOX18	q32_help_attention	1	14	1	3648	163
SOX18	q33_range_expressions	1	16	0	3747	63
SOX18	q34_copy_actions	0.6046977	16	0	3577	239
SOX18	q35_make_believe	0.6361819	16	0	3611	198
SOX18	q36_same_age	0.04497751	13	3	3607	210
SOX18	q37_respond_positively	0.6456772	16	0	3648	167
SOX18	q38_pay_attention	1	15	1	3596	213
SOX18	q39_imaginative_games	0.3753123	16	0	3470	344
SOX18	q40_cooperatively_games	1	15	1	3576	245
RBFOX2	q01_phrases	0.09695152	15	2	3720	113
RBFOX2	q02_conversation	0.3983008	14	1	3572	117
RBFOX2	q03_odd_phrase	0.07196402	5	10	564	3123
RBFOX2	q04_inappropriate_question	1	2	13	554	3138
RBFOX2	q05_pronouns_mixed	1	3	12	861	2828
RBFOX2	q06_invented_words	1	2	13	609	3079
RBFOX2	q07_same_over	0.3853073	0	15	338	3349
RBFOX2	q08_particular_way	0.7121439	3	13	539	3287
RBFOX2	q09_expressions_appropriate	0.3898051	15	2	2940	887
RBFOX2	q10_hand_tool	1	3	14	563	3263
RBFOX2	q11_interest_preoccupy	0.6021989	2	15	229	3596
RBFOX2	q12_parts_object	0.02698651	4	13	248	3583
RBFOX2	q13_interests_intensity	0.2593703	4	12	517	3311
RBFOX2	q14_senses	0.04897551	4	13	307	3517
RBFOX2	q15_odd_ways	0.06646677	3	14	229	3599
RBFOX2	q16_complicated_movements	0.05297351	4	13	340	3486
RBFOX2	q17_injured_deliberately	0.03298351	4	13	292	3532
RBFOX2	q18_objects_carry	1	2	15	370	3455
RBFOX2	q19_best_friend	1	13	4	3028	807
RBFOX2	q20_talk_friendly	0.6206897	15	2	3566	253
RBFOX2	q21_copy_you	1	15	2	3273	552
RBFOX2	q22_point_things	0.7116442	16	1	3420	397
RBFOX2	q23_gestures_wanted	0.5752124	14	3	2902	920
RBFOX2	q24_nod_head	0.6291854	15	2	3562	257
RBFOX2	q25_shake_head	1	16	1	3591	232
RBFOX2	q26_look_directly	0.6316842	17	0	3642	172
RBFOX2	q27_smile_back	1	17	0	3715	102
RBFOX2	q28_things_interested	1	17	0	3742	73
RBFOX2	q29_share	0.6026987	17	0	3612	204
RBFOX2	q30_join_enjoyment	1	17	0	3713	88
RBFOX2	q31_comfort	1	16	1	3558	252
RBFOX2	q32_help_attention	0.6561719	17	0	3645	164
RBFOX2	q33_range_expressions	1	17	0	3746	63
RBFOX2	q34_copy_actions	0.6221889	15	2	3578	237
RBFOX2	q35_make_believe	0.2163918	15	2	3612	196
RBFOX2	q36_same_age	1	16	1	3604	212
RBFOX2	q37_respond_positively	1	16	1	3648	166
RBFOX2	q38_pay_attention	0.2508746	15	2	3596	212
RBFOX2	q39_imaginative_games	0.4067966	14	3	3472	341
RBFOX2	q40_cooperatively_games	0.6256872	15	2	3576	244
SNAP25	q01_phrases	1	3	0	3732	115
SNAP25	q02_conversation	1	3	0	3583	118
SNAP25	q03_odd_phrase	1	0	3	569	3130
SNAP25	q04_inappropriate_question	0.06296852	2	1	554	3150
SNAP25	q05_pronouns_mixed	0.5717141	0	3	864	2837
SNAP25	q06_invented_words	1	0	3	611	3089
SNAP25	q07_same_over	1	0	3	338	3361
SNAP25	q08_particular_way	0.3498251	1	2	541	3298
SNAP25	q09_expressions_appropriate	0.5712144	3	0	2952	889
SNAP25	q10_hand_tool	0.3998001	1	2	565	3275
SNAP25	q11_interest_preoccupy	0.167916	1	2	230	3609
SNAP25	q12_parts_object	1	0	3	252	3593
SNAP25	q13_interests_intensity	0.3698151	1	2	520	3321
SNAP25	q14_senses	1	0	3	311	3527
SNAP25	q15_odd_ways	1	0	3	232	3610
SNAP25	q16_complicated_movements	1	0	3	344	3496
SNAP25	q17_injured_deliberately	0.2103948	1	2	295	3543
SNAP25	q18_objects_carry	0.2803598	1	2	371	3468
SNAP25	q19_best_friend	0.6136932	3	0	3038	811
SNAP25	q20_talk_friendly	1	3	0	3578	255
SNAP25	q21_copy_you	1	3	0	3285	554
SNAP25	q22_point_things	1	3	0	3433	398
SNAP25	q23_gestures_wanted	0.5767116	3	0	2913	923
SNAP25	q24_nod_head	1	3	0	3574	259
SNAP25	q25_shake_head	1	3	0	3604	233
SNAP25	q26_look_directly	1	3	0	3656	172
SNAP25	q27_smile_back	1	3	0	3729	102
SNAP25	q28_things_interested	1	3	0	3756	73
SNAP25	q29_share	1	3	0	3626	204
SNAP25	q30_join_enjoyment	1	3	0	3727	88
SNAP25	q31_comfort	1	3	0	3571	253
SNAP25	q32_help_attention	1	3	0	3659	164
SNAP25	q33_range_expressions	1	3	0	3760	63
SNAP25	q34_copy_actions	1	3	0	3590	239
SNAP25	q35_make_believe	1	3	0	3624	198
SNAP25	q36_same_age	1	3	0	3617	213
SNAP25	q37_respond_positively	1	3	0	3661	167
SNAP25	q38_pay_attention	1	3	0	3608	214
SNAP25	q39_imaginative_games	1	3	0	3483	344
SNAP25	q40_cooperatively_games	1	3	0	3588	246
SLPI	q01_phrases	1	4	0	3731	115
SLPI	q02_conversation	1	4	0	3582	118
SLPI	q03_odd_phrase	0.6336832	0	4	569	3129
SLPI	q04_inappropriate_question	0.6286857	0	4	556	3147
SLPI	q05_pronouns_mixed	1	1	3	863	2837
SLPI	q06_invented_words	0.6191904	0	4	611	3088
SLPI	q07_same_over	1	0	4	338	3360
SLPI	q08_particular_way	0.6406797	0	4	542	3296
SLPI	q09_expressions_appropriate	0.5582209	4	0	2951	889
SLPI	q10_hand_tool	0.6431784	0	4	566	3273
SLPI	q11_interest_preoccupy	1	0	4	231	3607
SLPI	q12_parts_object	1	0	4	252	3592
SLPI	q13_interests_intensity	0.6676662	0	4	521	3319
SLPI	q14_senses	1	0	4	311	3526
SLPI	q15_odd_ways	1	0	4	232	3609
SLPI	q16_complicated_movements	1	0	4	344	3495
SLPI	q17_injured_deliberately	1	0	4	296	3541
SLPI	q18_objects_carry	0.3248376	1	3	371	3467
SLPI	q19_best_friend	0.5882059	4	0	3037	811
SLPI	q20_talk_friendly	1	4	0	3577	255
SLPI	q21_copy_you	1	3	1	3285	553
SLPI	q22_point_things	1	4	0	3432	398
SLPI	q23_gestures_wanted	0.2793603	2	2	2914	921
SLPI	q24_nod_head	1	4	0	3573	259
SLPI	q25_shake_head	1	4	0	3603	233
SLPI	q26_look_directly	1	4	0	3655	172
SLPI	q27_smile_back	1	4	0	3728	102
SLPI	q28_things_interested	1	4	0	3755	73
SLPI	q29_share	0.1734133	3	1	3626	203
SLPI	q30_join_enjoyment	1	4	0	3726	88
SLPI	q31_comfort	1	4	0	3570	253
SLPI	q32_help_attention	1	4	0	3658	164
SLPI	q33_range_expressions	1	4	0	3759	63
SLPI	q34_copy_actions	1	4	0	3589	239
SLPI	q35_make_believe	1	4	0	3623	198
SLPI	q36_same_age	1	4	0	3616	213
SLPI	q37_respond_positively	1	4	0	3660	167
SLPI	q38_pay_attention	1	4	0	3607	214
SLPI	q39_imaginative_games	1	4	0	3482	344
SLPI	q40_cooperatively_games	1	4	0	3587	246
CCZ1B	q01_phrases	0.3363318	12	1	3723	114
CCZ1B	q02_conversation	1	12	0	3574	118
CCZ1B	q03_odd_phrase	1	2	10	567	3123
CCZ1B	q04_inappropriate_question	1	2	10	554	3141
CCZ1B	q05_pronouns_mixed	0.7476262	2	10	862	2830
CCZ1B	q06_invented_words	0.6916542	1	11	610	3081
CCZ1B	q07_same_over	0.4057971	0	12	338	3352
CCZ1B	q08_particular_way	1	2	11	540	3289
CCZ1B	q09_expressions_appropriate	0.4862569	8	4	2947	885
CCZ1B	q10_hand_tool	1	2	10	564	3267
CCZ1B	q11_interest_preoccupy	1	1	11	230	3600
CCZ1B	q12_parts_object	1	1	12	251	3584
CCZ1B	q13_interests_intensity	1	2	11	519	3312
CCZ1B	q14_senses	1	1	12	310	3518
CCZ1B	q15_odd_ways	0.183908	2	11	230	3602
CCZ1B	q16_complicated_movements	1	1	12	343	3487
CCZ1B	q17_injured_deliberately	1	1	12	295	3533
CCZ1B	q18_objects_carry	1	1	12	371	3458
CCZ1B	q19_best_friend	0.4752624	9	4	3032	807
CCZ1B	q20_talk_friendly	1	12	1	3569	254
CCZ1B	q21_copy_you	0.2423788	13	0	3275	554
CCZ1B	q22_point_things	0.3953023	13	0	3423	398
CCZ1B	q23_gestures_wanted	0.2113943	12	1	2904	922
CCZ1B	q24_nod_head	0.6081959	13	0	3564	259
CCZ1B	q25_shake_head	0.6301849	13	0	3594	233
CCZ1B	q26_look_directly	1	12	1	3647	171
CCZ1B	q27_smile_back	1	13	0	3719	102
CCZ1B	q28_things_interested	1	13	0	3746	73
CCZ1B	q29_share	1	12	1	3617	203
CCZ1B	q30_join_enjoyment	1	13	0	3717	88
CCZ1B	q31_comfort	0.6311844	13	0	3561	253
CCZ1B	q32_help_attention	0.6666667	13	0	3649	164
CCZ1B	q33_range_expressions	1	13	0	3750	63
CCZ1B	q34_copy_actions	0.6101949	13	0	3580	239
CCZ1B	q35_make_believe	1	12	1	3615	197
CCZ1B	q36_same_age	1	12	1	3608	212
CCZ1B	q37_respond_positively	0.6686657	13	0	3651	167
CCZ1B	q38_pay_attention	0.6226887	13	0	3598	214
CCZ1B	q39_imaginative_games	1	12	1	3474	343
CCZ1B	q40_cooperatively_games	0.6221889	13	0	3578	246
MPC2	q01_phrases	1	2	0	3733	115
MPC2	q02_conversation	1	2	0	3584	118
MPC2	q03_odd_phrase	1	0	2	569	3131
MPC2	q04_inappropriate_question	1	0	2	556	3149
MPC2	q05_pronouns_mixed	1	0	2	864	2838
MPC2	q06_invented_words	1	0	2	611	3090
MPC2	q07_same_over	1	0	2	338	3362
MPC2	q08_particular_way	0.2608696	1	1	541	3299
MPC2	q09_expressions_appropriate	1	2	0	2953	889
MPC2	q10_hand_tool	1	0	2	566	3275
MPC2	q11_interest_preoccupy	1	0	2	231	3609
MPC2	q12_parts_object	1	0	2	252	3594
MPC2	q13_interests_intensity	1	0	2	521	3321
MPC2	q14_senses	1	0	2	311	3528
MPC2	q15_odd_ways	1	0	2	232	3611
MPC2	q16_complicated_movements	1	0	2	344	3497
MPC2	q17_injured_deliberately	1	0	2	296	3543
MPC2	q18_objects_carry	1	0	2	372	3468
MPC2	q19_best_friend	1	2	0	3039	811
MPC2	q20_talk_friendly	1	2	0	3579	255
MPC2	q21_copy_you	1	2	0	3286	554
MPC2	q22_point_things	1	2	0	3434	398
MPC2	q23_gestures_wanted	1	2	0	2914	923
MPC2	q24_nod_head	1	2	0	3575	259
MPC2	q25_shake_head	1	2	0	3605	233
MPC2	q26_look_directly	1	2	0	3657	172
MPC2	q27_smile_back	1	2	0	3730	102
MPC2	q28_things_interested	1	2	0	3757	73
MPC2	q29_share	1	2	0	3627	204
MPC2	q30_join_enjoyment	1	2	0	3728	88
MPC2	q31_comfort	1	2	0	3572	253
MPC2	q32_help_attention	1	2	0	3660	164
MPC2	q33_range_expressions	1	2	0	3761	63
MPC2	q34_copy_actions	1	2	0	3591	239
MPC2	q35_make_believe	1	2	0	3625	198
MPC2	q36_same_age	1	2	0	3618	213
MPC2	q37_respond_positively	1	2	0	3662	167
MPC2	q38_pay_attention	1	2	0	3609	214
MPC2	q39_imaginative_games	1	1	0	3485	344
MPC2	q40_cooperatively_games	1	1	0	3590	246
CBLN4	q01_phrases	1	6	0	3729	115
CBLN4	q02_conversation	1	6	0	3580	118
CBLN4	q03_odd_phrase	0.5847076	0	6	569	3127
CBLN4	q04_inappropriate_question	1	1	5	555	3146
CBLN4	q05_pronouns_mixed	1	1	5	863	2835
CBLN4	q06_invented_words	1	1	5	610	3087
CBLN4	q07_same_over	0.6386807	0	6	338	3358
CBLN4	q08_particular_way	0.5937031	0	6	542	3294
CBLN4	q09_expressions_appropriate	0.3428286	6	0	2949	889
CBLN4	q10_hand_tool	1	1	5	565	3272
CBLN4	q11_interest_preoccupy	1	0	6	231	3605
CBLN4	q12_parts_object	1	0	6	252	3590
CBLN4	q13_interests_intensity	0.6126937	0	6	521	3317
CBLN4	q14_senses	1	0	6	311	3524
CBLN4	q15_odd_ways	1	0	6	232	3607
CBLN4	q16_complicated_movements	0.6806597	0	6	344	3493
CBLN4	q17_injured_deliberately	0.3643178	1	5	295	3540
CBLN4	q18_objects_carry	0.6471764	0	6	372	3464
CBLN4	q19_best_friend	0.6016992	4	2	3037	809
CBLN4	q20_talk_friendly	1	6	0	3575	255
CBLN4	q21_copy_you	0.04497751	3	3	3285	551
CBLN4	q22_point_things	1	5	1	3431	397
CBLN4	q23_gestures_wanted	1	5	1	2911	922
CBLN4	q24_nod_head	1	6	0	3571	259
CBLN4	q25_shake_head	1	6	0	3601	233
CBLN4	q26_look_directly	1	6	0	3653	172
CBLN4	q27_smile_back	1	5	0	3727	102
CBLN4	q28_things_interested	1	6	0	3753	73
CBLN4	q29_share	1	6	0	3623	204
CBLN4	q30_join_enjoyment	1	6	0	3724	88
CBLN4	q31_comfort	1	6	0	3568	253
CBLN4	q32_help_attention	0.2323838	5	1	3657	163
CBLN4	q33_range_expressions	1	6	0	3757	63
CBLN4	q34_copy_actions	1	6	0	3587	239
CBLN4	q35_make_believe	1	6	0	3621	198
CBLN4	q36_same_age	1	6	0	3614	213
CBLN4	q37_respond_positively	1	6	0	3658	167
CBLN4	q38_pay_attention	1	6	0	3605	214
CBLN4	q39_imaginative_games	0.6646677	6	0	3480	344
CBLN4	q40_cooperatively_games	1	6	0	3585	246
CORO6	q01_phrases	0.6231884	27	0	3708	115
CORO6	q02_conversation	1	26	1	3560	117
CORO6	q03_odd_phrase	0.3088456	2	25	567	3108
CORO6	q04_inappropriate_question	0.2943528	2	25	554	3126
CORO6	q05_pronouns_mixed	0.1744128	3	24	861	2816
CORO6	q06_invented_words	1	4	22	607	3070
CORO6	q07_same_over	1	2	25	336	3339
CORO6	q08_particular_way	1	4	23	538	3277
CORO6	q09_expressions_appropriate	0.8050975	20	7	2935	882
CORO6	q10_hand_tool	0.7776112	3	24	563	3253
CORO6	q11_interest_preoccupy	0.3893053	3	24	228	3587
CORO6	q12_parts_object	0.1004498	4	23	248	3573
CORO6	q13_interests_intensity	0.5542229	5	22	516	3301
CORO6	q14_senses	0.2753623	4	23	307	3507
CORO6	q15_odd_ways	0.4042979	3	24	229	3589
CORO6	q16_complicated_movements	1	2	25	342	3474
CORO6	q17_injured_deliberately	0.7126437	3	24	293	3521
CORO6	q18_objects_carry	0.1754123	5	22	367	3448
CORO6	q19_best_friend	0.8155922	22	5	3019	806
CORO6	q20_talk_friendly	1	25	2	3556	253
CORO6	q21_copy_you	1	23	4	3265	550
CORO6	q22_point_things	1	24	3	3412	395
CORO6	q23_gestures_wanted	0.1109445	17	10	2899	913
CORO6	q24_nod_head	0.7081459	26	1	3551	258
CORO6	q25_shake_head	0.7331334	26	1	3581	232
CORO6	q26_look_directly	0.4112944	26	0	3633	172
CORO6	q27_smile_back	1	25	1	3707	101
CORO6	q28_things_interested	0.6896552	27	0	3732	73
CORO6	q29_share	1	26	1	3603	203
CORO6	q30_join_enjoyment	0.6621689	27	0	3703	88
CORO6	q31_comfort	0.4297851	24	3	3550	250
CORO6	q32_help_attention	0.4207896	27	0	3635	164
CORO6	q33_range_expressions	0.3468266	26	1	3737	62
CORO6	q34_copy_actions	0.4057971	24	3	3569	236
CORO6	q35_make_believe	0.6561719	25	2	3602	196
CORO6	q36_same_age	0.3938031	24	3	3596	210
CORO6	q37_respond_positively	1	26	1	3638	166
CORO6	q38_pay_attention	0.3958021	24	3	3587	211
CORO6	q39_imaginative_games	0.7336332	24	3	3462	341
CORO6	q40_cooperatively_games	0.4097951	24	3	3567	243
AVP	q01_phrases	1	8	0	3727	115
AVP	q02_conversation	1	8	0	3578	118
AVP	q03_odd_phrase	0.6376812	2	6	567	3127
AVP	q04_inappropriate_question	0.3823088	0	8	556	3143
AVP	q05_pronouns_mixed	0.3848076	3	5	861	2835
AVP	q06_invented_words	1	1	7	610	3085
AVP	q07_same_over	1	1	7	337	3357
AVP	q08_particular_way	1	1	7	541	3293
AVP	q09_expressions_appropriate	0.6856572	7	1	2948	888
AVP	q10_hand_tool	0.5952024	2	6	564	3271
AVP	q11_interest_preoccupy	0.3928036	1	7	230	3604
AVP	q12_parts_object	0.6816592	0	8	252	3588
AVP	q13_interests_intensity	1	1	7	520	3316
AVP	q14_senses	0.6146927	0	8	311	3522
AVP	q15_odd_ways	1	0	8	232	3605
AVP	q16_complicated_movements	0.6316842	0	8	344	3491
AVP	q17_injured_deliberately	0.6581709	0	8	296	3537
AVP	q18_objects_carry	0.6136932	0	8	372	3462
AVP	q19_best_friend	0.06746627	4	4	3037	807
AVP	q20_talk_friendly	0.6691654	8	0	3573	255
AVP	q21_copy_you	0.3718141	8	0	3280	554
AVP	q22_point_things	0.6081959	8	0	3428	398
AVP	q23_gestures_wanted	0.6811594	7	1	2909	922
AVP	q24_nod_head	1	7	1	3570	258
AVP	q25_shake_head	0.3933033	7	1	3600	232
AVP	q26_look_directly	1	8	0	3651	172
AVP	q27_smile_back	1	8	0	3724	102
AVP	q28_things_interested	1	8	0	3751	73
AVP	q29_share	1	8	0	3621	204
AVP	q30_join_enjoyment	1	8	0	3722	88
AVP	q31_comfort	0.6706647	8	0	3566	253
AVP	q32_help_attention	1	8	0	3654	164
AVP	q33_range_expressions	1	8	0	3755	63
AVP	q34_copy_actions	0.09045477	6	2	3587	237
AVP	q35_make_believe	1	8	0	3619	198
AVP	q36_same_age	1	8	0	3612	213
AVP	q37_respond_positively	1	8	0	3656	167
AVP	q38_pay_attention	1	8	0	3603	214
AVP	q39_imaginative_games	0.6466767	8	0	3478	344
AVP	q40_cooperatively_games	0.08095952	6	2	3585	244
SLC35F4	q01_phrases	0.2718641	10	1	3725	114
SLC35F4	q02_conversation	1	10	0	3576	118
SLC35F4	q03_odd_phrase	0.3693153	3	7	566	3126
SLC35F4	q04_inappropriate_question	0.3623188	0	10	556	3141
SLC35F4	q05_pronouns_mixed	0.4802599	1	9	863	2831
SLC35F4	q06_invented_words	1	2	8	609	3084
SLC35F4	q07_same_over	0.6376812	0	10	338	3354
SLC35F4	q08_particular_way	0.7101449	1	10	541	3290
SLC35F4	q09_expressions_appropriate	0.4707646	7	4	2948	885
SLC35F4	q10_hand_tool	0.3783108	0	10	566	3267
SLC35F4	q11_interest_preoccupy	0.6441779	0	11	231	3600
SLC35F4	q12_parts_object	1	1	10	251	3586
SLC35F4	q13_interests_intensity	0.3803098	0	11	521	3312
SLC35F4	q14_senses	0.5972014	0	11	311	3519
SLC35F4	q15_odd_ways	0.6431784	0	11	232	3602
SLC35F4	q16_complicated_movements	0.6101949	0	11	344	3488
SLC35F4	q17_injured_deliberately	0.6251874	0	11	296	3534
SLC35F4	q18_objects_carry	0.6151924	2	9	370	3461
SLC35F4	q19_best_friend	0.1394303	11	0	3030	811
SLC35F4	q20_talk_friendly	0.6041979	11	0	3570	255
SLC35F4	q21_copy_you	0.2468766	11	0	3277	554
SLC35F4	q22_point_things	0.3843078	11	0	3425	398
SLC35F4	q23_gestures_wanted	0.07696152	11	0	2905	923
SLC35F4	q24_nod_head	0.6121939	11	0	3566	259
SLC35F4	q25_shake_head	0.6491754	11	0	3596	233
SLC35F4	q26_look_directly	1	11	0	3648	172
SLC35F4	q27_smile_back	1	11	0	3721	102
SLC35F4	q28_things_interested	1	11	0	3748	73
SLC35F4	q29_share	0.6501749	11	0	3618	204
SLC35F4	q30_join_enjoyment	1	11	0	3719	88
SLC35F4	q31_comfort	0.6286857	11	0	3563	253
SLC35F4	q32_help_attention	1	11	0	3651	164
SLC35F4	q33_range_expressions	1	11	0	3752	63
SLC35F4	q34_copy_actions	0.6346827	11	0	3582	239
SLC35F4	q35_make_believe	0.6621689	11	0	3616	198
SLC35F4	q36_same_age	0.6681659	11	0	3609	213
SLC35F4	q37_respond_positively	1	11	0	3653	167
SLC35F4	q38_pay_attention	0.6761619	11	0	3600	214
SLC35F4	q39_imaginative_games	0.6086957	11	0	3475	344
SLC35F4	q40_cooperatively_games	0.6336832	11	0	3580	246
MSX1	q01_phrases	1	5	0	3730	115
MSX1	q02_conversation	1	5	0	3581	118
MSX1	q03_odd_phrase	1	1	4	568	3129
MSX1	q04_inappropriate_question	1	1	4	555	3147
MSX1	q05_pronouns_mixed	1	1	4	863	2836
MSX1	q06_invented_words	1	1	4	610	3088
MSX1	q07_same_over	1	0	5	338	3359
MSX1	q08_particular_way	1	1	4	541	3296
MSX1	q09_expressions_appropriate	0.3553223	5	0	2950	889
MSX1	q10_hand_tool	0.6056972	0	5	566	3272
MSX1	q11_interest_preoccupy	1	0	5	231	3606
MSX1	q12_parts_object	1	0	5	252	3591
MSX1	q13_interests_intensity	1	1	4	520	3319
MSX1	q14_senses	0.3628186	1	4	310	3526
MSX1	q15_odd_ways	1	0	5	232	3608
MSX1	q16_complicated_movements	1	0	5	344	3494
MSX1	q17_injured_deliberately	1	0	5	296	3540
MSX1	q18_objects_carry	1	0	5	372	3465
MSX1	q19_best_friend	1	4	1	3037	810
MSX1	q20_talk_friendly	1	5	0	3576	255
MSX1	q21_copy_you	0.6141929	5	0	3283	554
MSX1	q22_point_things	0.6586707	5	0	3431	398
MSX1	q23_gestures_wanted	0.3423288	5	0	2911	923
MSX1	q24_nod_head	1	5	0	3572	259
MSX1	q25_shake_head	1	5	0	3602	233
MSX1	q26_look_directly	1	5	0	3654	172
MSX1	q27_smile_back	1	5	0	3727	102
MSX1	q28_things_interested	1	5	0	3754	73
MSX1	q29_share	0.2313843	4	1	3625	203
MSX1	q30_join_enjoyment	1	5	0	3725	88
MSX1	q31_comfort	1	5	0	3569	253
MSX1	q32_help_attention	0.1999	4	1	3658	163
MSX1	q33_range_expressions	1	5	0	3758	63
MSX1	q34_copy_actions	1	5	0	3588	239
MSX1	q35_make_believe	0.2473763	4	1	3623	197
MSX1	q36_same_age	1	5	0	3615	213
MSX1	q37_respond_positively	1	5	0	3659	167
MSX1	q38_pay_attention	1	5	0	3606	214
MSX1	q39_imaginative_games	0.3678161	4	1	3482	343
MSX1	q40_cooperatively_games	1	5	0	3586	246
BPGM	q01_phrases	0.3383308	12	1	3723	114
BPGM	q02_conversation	0.3263368	11	1	3575	117
BPGM	q03_odd_phrase	0.7026487	1	11	568	3122
BPGM	q04_inappropriate_question	1	2	10	554	3141
BPGM	q05_pronouns_mixed	0.7581209	2	10	862	2830
BPGM	q06_invented_words	0.4062969	3	8	608	3084
BPGM	q07_same_over	0.4087956	0	12	338	3352
BPGM	q08_particular_way	0.7056472	1	11	541	3289
BPGM	q09_expressions_appropriate	1	10	3	2945	886
BPGM	q10_hand_tool	0.7061469	1	12	565	3265
BPGM	q11_interest_preoccupy	0.6311844	0	13	231	3598
BPGM	q12_parts_object	1	1	12	251	3584
BPGM	q13_interests_intensity	0.7061469	1	12	520	3311
BPGM	q14_senses	1	1	12	310	3518
BPGM	q15_odd_ways	0.6271864	0	13	232	3600
BPGM	q16_complicated_movements	0.3858071	0	13	344	3486
BPGM	q17_injured_deliberately	1	1	12	295	3533
BPGM	q18_objects_carry	1	1	11	371	3459
BPGM	q19_best_friend	0.7461269	11	2	3030	809
BPGM	q20_talk_friendly	1	12	1	3569	254
BPGM	q21_copy_you	0.7016492	12	1	3276	553
BPGM	q22_point_things	0.6371814	11	2	3425	396
BPGM	q23_gestures_wanted	0.5447276	11	2	2905	921
